"OID","Country or Area","Year","Description","Magnitude","Value"
"174a6203GG...","GREECE","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","0"
"174a6208GG...","GREECE","1999","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","8103000000"
"174a6308GG...","GREECE","1999","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3465000000"
"174a6M2.GG...","GREECE","1999","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-88537000000"
"174a623.GG...","GREECE","1999","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6304GG...","GREECE","1999","LOANS","NATL CURRENCY","22029000000"
"174a6204GG...","GREECE","1999","LOANS","NATL CURRENCY","300000000"
"174a63..GG...","GREECE","1999","LIABILITIES","NATL CURRENCY","127537000000"
"174a6206GG...","GREECE","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","5000000"
"174a6306GG...","GREECE","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6307GG...","GREECE","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a6207GG...","GREECE","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","1999","FINANCIAL ASSETS","NATL CURRENCY","39000000000"
"174a6202GG...","GREECE","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","6408000000"
"174a6302GG...","GREECE","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","155000000"
"944a6205GG...","HUNGARY","2008","SHARES AND OTHER EQUITY","FORINT","2805820000000"
"944a6305GG...","HUNGARY","2008","SHARES AND OTHER EQUITY","FORINT","0"
"944a6303GG...","HUNGARY","2008","SECURITIES OTHER THAN SHARES","FORINT","15458100000000"
"944a6203GG...","HUNGARY","2008","SECURITIES OTHER THAN SHARES","FORINT","934000000"
"944a6208GG...","HUNGARY","2008","OTHER ACCOUNTS RECEIVABLE","FORINT","1208160000000"
"944a6308GG...","HUNGARY","2008","OTHER ACCOUNTS PAYABLE","FORINT","1283730000000"
"944a6M2.GG...","HUNGARY","2008","NET FINANCIAL WORTH [62-63]","FORINT","-13802900000000"
"944a623.GG...","HUNGARY","2008","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2008","LOANS","FORINT","149307000000"
"944a6304GG...","HUNGARY","2008","LOANS","FORINT","3508570000000"
"944a63..GG...","HUNGARY","2008","LIABILITIES","FORINT","20443900000000"
"944a6306GG...","HUNGARY","2008","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2008","INSURANCE TECHNICAL RESERVES","FORINT","2118000000"
"944a6M35GG...","HUNGARY","2008","GROSS DEBT AT FACE VALUE","FORINT","19343700000000"
"944a6307GG...","HUNGARY","2008","FINANCIAL DERIVATIVES","FORINT","181249000000"
"944a6207GG...","HUNGARY","2008","FINANCIAL DERIVATIVES","FORINT","81836000000"
"944a62..GG...","HUNGARY","2008","FINANCIAL ASSETS","FORINT","6641000000000"
"944a6202GG...","HUNGARY","2008","CURRENCY AND DEPOSITS","FORINT","2392830000000"
"944a6302GG...","HUNGARY","2008","CURRENCY AND DEPOSITS","FORINT","12315000000"
"944a6305GG...","HUNGARY","2007","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2007","SHARES AND OTHER EQUITY","FORINT","2602680000000"
"944a6203GG...","HUNGARY","2007","SECURITIES OTHER THAN SHARES","FORINT","2156000000"
"944a6303GG...","HUNGARY","2007","SECURITIES OTHER THAN SHARES","FORINT","15145400000000"
"944a6208GG...","HUNGARY","2007","OTHER ACCOUNTS RECEIVABLE","FORINT","1213420000000"
"944a6308GG...","HUNGARY","2007","OTHER ACCOUNTS PAYABLE","FORINT","1334580000000"
"944a6M2.GG...","HUNGARY","2007","NET FINANCIAL WORTH [62-63]","FORINT","-13381300000000"
"944a623.GG...","HUNGARY","2007","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2007","LOANS","FORINT","251424000000"
"944a6304GG...","HUNGARY","2007","LOANS","FORINT","1686800000000"
"944a63..GG...","HUNGARY","2007","LIABILITIES","FORINT","18351400000000"
"944a6306GG...","HUNGARY","2007","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2007","INSURANCE TECHNICAL RESERVES","FORINT","2042000000"
"944a6M35GG...","HUNGARY","2007","GROSS DEBT AT FACE VALUE","FORINT","16731500000000"
"944a6307GG...","HUNGARY","2007","FINANCIAL DERIVATIVES","FORINT","176514000000"
"944a6207GG...","HUNGARY","2007","FINANCIAL DERIVATIVES","FORINT","20938000000"
"944a62..GG...","HUNGARY","2007","FINANCIAL ASSETS","FORINT","4970050000000"
"944a6202GG...","HUNGARY","2007","CURRENCY AND DEPOSITS","FORINT","877394000000"
"944a6302GG...","HUNGARY","2007","CURRENCY AND DEPOSITS","FORINT","8134000000"
"944a6305GG...","HUNGARY","2006","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2006","SHARES AND OTHER EQUITY","FORINT","2608600000000"
"944a6303GG...","HUNGARY","2006","SECURITIES OTHER THAN SHARES","FORINT","13901100000000"
"944a6203GG...","HUNGARY","2006","SECURITIES OTHER THAN SHARES","FORINT","824000000"
"944a6208GG...","HUNGARY","2006","OTHER ACCOUNTS RECEIVABLE","FORINT","1151660000000"
"944a6308GG...","HUNGARY","2006","OTHER ACCOUNTS PAYABLE","FORINT","1247150000000"
"944a6M2.GG...","HUNGARY","2006","NET FINANCIAL WORTH [62-63]","FORINT","-12255500000000"
"944a623.GG...","HUNGARY","2006","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2006","LOANS","FORINT","372905000000"
"944a6304GG...","HUNGARY","2006","LOANS","FORINT","1861310000000"
"944a63..GG...","HUNGARY","2006","LIABILITIES","FORINT","17145900000000"
"944a6306GG...","HUNGARY","2006","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2006","INSURANCE TECHNICAL RESERVES","FORINT","2224000000"
"944a6M35GG...","HUNGARY","2006","GROSS DEBT AT FACE VALUE","FORINT","15592500000000"
"944a6307GG...","HUNGARY","2006","FINANCIAL DERIVATIVES","FORINT","132600000000"
"944a6207GG...","HUNGARY","2006","FINANCIAL DERIVATIVES","FORINT","30177000000"
"944a62..GG...","HUNGARY","2006","FINANCIAL ASSETS","FORINT","4890400000000"
"944a6202GG...","HUNGARY","2006","CURRENCY AND DEPOSITS","FORINT","724006000000"
"944a6302GG...","HUNGARY","2006","CURRENCY AND DEPOSITS","FORINT","3750000000"
"944a6305GG...","HUNGARY","2005","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2005","SHARES AND OTHER EQUITY","FORINT","2901860000000"
"944a6303GG...","HUNGARY","2005","SECURITIES OTHER THAN SHARES","FORINT","12506600000000"
"944a6203GG...","HUNGARY","2005","SECURITIES OTHER THAN SHARES","FORINT","1183000000"
"944a6208GG...","HUNGARY","2005","OTHER ACCOUNTS RECEIVABLE","FORINT","1082040000000"
"944a6308GG...","HUNGARY","2005","OTHER ACCOUNTS PAYABLE","FORINT","1127850000000"
"944a6M2.GG...","HUNGARY","2005","NET FINANCIAL WORTH [62-63]","FORINT","-10169000000000"
"944a623.GG...","HUNGARY","2005","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2005","LOANS","FORINT","338770000000"
"944a6304GG...","HUNGARY","2005","LOANS","FORINT","1420130000000"
"944a63..GG...","HUNGARY","2005","LIABILITIES","FORINT","15140100000000"
"944a6306GG...","HUNGARY","2005","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2005","INSURANCE TECHNICAL RESERVES","FORINT","2208000000"
"944a6M35GG...","HUNGARY","2005","GROSS DEBT AT FACE VALUE","FORINT","13582500000000"
"944a6307GG...","HUNGARY","2005","FINANCIAL DERIVATIVES","FORINT","85401000000"
"944a6207GG...","HUNGARY","2005","FINANCIAL DERIVATIVES","FORINT","61863000000"
"944a62..GG...","HUNGARY","2005","FINANCIAL ASSETS","FORINT","4971180000000"
"944a6202GG...","HUNGARY","2005","CURRENCY AND DEPOSITS","FORINT","583256000000"
"944a6302GG...","HUNGARY","2005","CURRENCY AND DEPOSITS","FORINT","129000000"
"944a6305GG...","HUNGARY","2004","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2004","SHARES AND OTHER EQUITY","FORINT","2966960000000"
"944a6303GG...","HUNGARY","2004","SECURITIES OTHER THAN SHARES","FORINT","11031900000000"
"944a6203GG...","HUNGARY","2004","SECURITIES OTHER THAN SHARES","FORINT","1788000000"
"944a6208GG...","HUNGARY","2004","OTHER ACCOUNTS RECEIVABLE","FORINT","1026130000000"
"944a6308GG...","HUNGARY","2004","OTHER ACCOUNTS PAYABLE","FORINT","1016410000000"
"944a6M2.GG...","HUNGARY","2004","NET FINANCIAL WORTH [62-63]","FORINT","-8631020000000"
"944a623.GG...","HUNGARY","2004","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2004","LOANS","FORINT","270944000000"
"944a6304GG...","HUNGARY","2004","LOANS","FORINT","1371570000000"
"944a63..GG...","HUNGARY","2004","LIABILITIES","FORINT","13532900000000"
"944a6306GG...","HUNGARY","2004","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2004","INSURANCE TECHNICAL RESERVES","FORINT","1524000000"
"944a6M35GG...","HUNGARY","2004","GROSS DEBT AT FACE VALUE","FORINT","12296200000000"
"944a6207GG...","HUNGARY","2004","FINANCIAL DERIVATIVES","FORINT","37245000000"
"944a6307GG...","HUNGARY","2004","FINANCIAL DERIVATIVES","FORINT","112805000000"
"944a62..GG...","HUNGARY","2004","FINANCIAL ASSETS","FORINT","4901850000000"
"944a6202GG...","HUNGARY","2004","CURRENCY AND DEPOSITS","FORINT","597254000000"
"944a6302GG...","HUNGARY","2004","CURRENCY AND DEPOSITS","FORINT","223000000"
"944a6305GG...","HUNGARY","2003","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2003","SHARES AND OTHER EQUITY","FORINT","3115320000000"
"944a6303GG...","HUNGARY","2003","SECURITIES OTHER THAN SHARES","FORINT","9199510000000"
"944a6203GG...","HUNGARY","2003","SECURITIES OTHER THAN SHARES","FORINT","1783000000"
"944a6208GG...","HUNGARY","2003","OTHER ACCOUNTS RECEIVABLE","FORINT","805337000000"
"944a6308GG...","HUNGARY","2003","OTHER ACCOUNTS PAYABLE","FORINT","774834000000"
"944a6M2.GG...","HUNGARY","2003","NET FINANCIAL WORTH [62-63]","FORINT","-7074720000000"
"944a623.GG...","HUNGARY","2003","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2003","LOANS","FORINT","195076000000"
"944a6304GG...","HUNGARY","2003","LOANS","FORINT","1570880000000"
"944a63..GG...","HUNGARY","2003","LIABILITIES","FORINT","11628300000000"
"944a6306GG...","HUNGARY","2003","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2003","INSURANCE TECHNICAL RESERVES","FORINT","1018000000"
"944a6M35GG...","HUNGARY","2003","GROSS DEBT AT FACE VALUE","FORINT","10981800000000"
"944a6207GG...","HUNGARY","2003","FINANCIAL DERIVATIVES","FORINT","46353000000"
"944a6307GG...","HUNGARY","2003","FINANCIAL DERIVATIVES","FORINT","83020000000"
"944a62..GG...","HUNGARY","2003","FINANCIAL ASSETS","FORINT","4553600000000"
"944a6202GG...","HUNGARY","2003","CURRENCY AND DEPOSITS","FORINT","388716000000"
"944a6302GG...","HUNGARY","2003","CURRENCY AND DEPOSITS","FORINT","71000000"
"944a6305GG...","HUNGARY","2002","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2002","SHARES AND OTHER EQUITY","FORINT","2666290000000"
"944a6303GG...","HUNGARY","2002","SECURITIES OTHER THAN SHARES","FORINT","7723840000000"
"944a6203GG...","HUNGARY","2002","SECURITIES OTHER THAN SHARES","FORINT","1103000000"
"944a6208GG...","HUNGARY","2002","OTHER ACCOUNTS RECEIVABLE","FORINT","762807000000"
"944a6308GG...","HUNGARY","2002","OTHER ACCOUNTS PAYABLE","FORINT","580905000000"
"944a6M2.GG...","HUNGARY","2002","NET FINANCIAL WORTH [62-63]","FORINT","-6321610000000"
"944a623.GG...","HUNGARY","2002","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2002","LOANS","FORINT","237451000000"
"944a6304GG...","HUNGARY","2002","LOANS","FORINT","2105030000000"
"944a63..GG...","HUNGARY","2002","LIABILITIES","FORINT","10465900000000"
"944a6306GG...","HUNGARY","2002","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2002","INSURANCE TECHNICAL RESERVES","FORINT","882000000"
"944a6M35GG...","HUNGARY","2002","GROSS DEBT AT FACE VALUE","FORINT","9573780000000"
"944a6207GG...","HUNGARY","2002","FINANCIAL DERIVATIVES","FORINT","119298000000"
"944a6307GG...","HUNGARY","2002","FINANCIAL DERIVATIVES","FORINT","53981000000"
"944a62..GG...","HUNGARY","2002","FINANCIAL ASSETS","FORINT","4144300000000"
"944a6202GG...","HUNGARY","2002","CURRENCY AND DEPOSITS","FORINT","356466000000"
"944a6302GG...","HUNGARY","2002","CURRENCY AND DEPOSITS","FORINT","2143000000"
"944a6305GG...","HUNGARY","2001","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2001","SHARES AND OTHER EQUITY","FORINT","2308320000000"
"944a6303GG...","HUNGARY","2001","SECURITIES OTHER THAN SHARES","FORINT","6290170000000"
"944a6203GG...","HUNGARY","2001","SECURITIES OTHER THAN SHARES","FORINT","18238000000"
"944a6208GG...","HUNGARY","2001","OTHER ACCOUNTS RECEIVABLE","FORINT","662283000000"
"944a6308GG...","HUNGARY","2001","OTHER ACCOUNTS PAYABLE","FORINT","726464000000"
"944a6M2.GG...","HUNGARY","2001","NET FINANCIAL WORTH [62-63]","FORINT","-4902040000000"
"944a623.GG...","HUNGARY","2001","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2001","LOANS","FORINT","246335000000"
"944a6304GG...","HUNGARY","2001","LOANS","FORINT","2005110000000"
"944a63..GG...","HUNGARY","2001","LIABILITIES","FORINT","9131720000000"
"944a6306GG...","HUNGARY","2001","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6206GG...","HUNGARY","2001","INSURANCE TECHNICAL RESERVES","FORINT","760000000"
"944a6M35GG...","HUNGARY","2001","GROSS DEBT AT FACE VALUE","FORINT","7953300000000"
"944a6207GG...","HUNGARY","2001","FINANCIAL DERIVATIVES","FORINT","316456000000"
"944a6307GG...","HUNGARY","2001","FINANCIAL DERIVATIVES","FORINT","108223000000"
"944a62..GG...","HUNGARY","2001","FINANCIAL ASSETS","FORINT","4229690000000"
"944a6202GG...","HUNGARY","2001","CURRENCY AND DEPOSITS","FORINT","677291000000"
"944a6302GG...","HUNGARY","2001","CURRENCY AND DEPOSITS","FORINT","1760000000"
"944a6305GG...","HUNGARY","2000","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","2000","SHARES AND OTHER EQUITY","FORINT","2265720000000"
"944a6303GG...","HUNGARY","2000","SECURITIES OTHER THAN SHARES","FORINT","5287450000000"
"944a6203GG...","HUNGARY","2000","SECURITIES OTHER THAN SHARES","FORINT","11844000000"
"944a6208GG...","HUNGARY","2000","OTHER ACCOUNTS RECEIVABLE","FORINT","606938000000"
"944a6308GG...","HUNGARY","2000","OTHER ACCOUNTS PAYABLE","FORINT","361157000000"
"944a6M2.GG...","HUNGARY","2000","NET FINANCIAL WORTH [62-63]","FORINT","-4322940000000"
"944a623.GG...","HUNGARY","2000","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","2000","LOANS","FORINT","267102000000"
"944a6304GG...","HUNGARY","2000","LOANS","FORINT","2426050000000"
"944a63..GG...","HUNGARY","2000","LIABILITIES","FORINT","8141720000000"
"944a6206GG...","HUNGARY","2000","INSURANCE TECHNICAL RESERVES","FORINT","628000000"
"944a6306GG...","HUNGARY","2000","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6M35GG...","HUNGARY","2000","GROSS DEBT AT FACE VALUE","FORINT","7339440000000"
"944a6307GG...","HUNGARY","2000","FINANCIAL DERIVATIVES","FORINT","67062000000"
"944a6207GG...","HUNGARY","2000","FINANCIAL DERIVATIVES","FORINT","236648000000"
"944a62..GG...","HUNGARY","2000","FINANCIAL ASSETS","FORINT","3818770000000"
"944a6202GG...","HUNGARY","2000","CURRENCY AND DEPOSITS","FORINT","429896000000"
"944a6302GG...","HUNGARY","2000","CURRENCY AND DEPOSITS","FORINT","0"
"944a6305GG...","HUNGARY","1999","SHARES AND OTHER EQUITY","FORINT","0"
"944a6205GG...","HUNGARY","1999","SHARES AND OTHER EQUITY","FORINT","2191670000000"
"944a6303GG...","HUNGARY","1999","SECURITIES OTHER THAN SHARES","FORINT","4680060000000"
"944a6203GG...","HUNGARY","1999","SECURITIES OTHER THAN SHARES","FORINT","690000000"
"944a6208GG...","HUNGARY","1999","OTHER ACCOUNTS RECEIVABLE","FORINT","575943000000"
"944a6308GG...","HUNGARY","1999","OTHER ACCOUNTS PAYABLE","FORINT","345286000000"
"944a6M2.GG...","HUNGARY","1999","NET FINANCIAL WORTH [62-63]","FORINT","-3935950000000"
"944a623.GG...","HUNGARY","1999","MONETARY GOLD AND SDRS","FORINT","0"
"944a6204GG...","HUNGARY","1999","LOANS","FORINT","315111000000"
"944a6304GG...","HUNGARY","1999","LOANS","FORINT","2698350000000"
"944a63..GG...","HUNGARY","1999","LIABILITIES","FORINT","7752740000000"
"944a6206GG...","HUNGARY","1999","INSURANCE TECHNICAL RESERVES","FORINT","580000000"
"944a6306GG...","HUNGARY","1999","INSURANCE TECHNICAL RESERVES","FORINT","0"
"944a6307GG...","HUNGARY","1999","FINANCIAL DERIVATIVES","FORINT","29043000000"
"944a6207GG...","HUNGARY","1999","FINANCIAL DERIVATIVES","FORINT","213961000000"
"944a62..GG...","HUNGARY","1999","FINANCIAL ASSETS","FORINT","3816790000000"
"944a6202GG...","HUNGARY","1999","CURRENCY AND DEPOSITS","FORINT","518831000000"
"944a6302GG...","HUNGARY","1999","CURRENCY AND DEPOSITS","FORINT","0"
"176a6205GG...","ICELAND","2008","SHARES AND OTHER EQUITY","KRONUR","230863000000"
"176a6305GG...","ICELAND","2008","SHARES AND OTHER EQUITY","KRONUR","0"
"176a6303GG...","ICELAND","2008","SECURITIES OTHER THAN SHARES","KRONUR","308697000000"
"176a6203GG...","ICELAND","2008","SECURITIES OTHER THAN SHARES","KRONUR","18298700"
"176a6208GG...","ICELAND","2008","OTHER ACCOUNTS RECEIVABLE","KRONUR","179937000000"
"176a6308GG...","ICELAND","2008","OTHER ACCOUNTS PAYABLE","KRONUR","88644600000"
"176a6M2.GG...","ICELAND","2008","NET FINANCIAL WORTH [62-63]","KRONUR","-293510000000"
"176a623.GG...","ICELAND","2008","MONETARY GOLD AND SDRS","KRONUR","0"
"176a6204GG...","ICELAND","2008","LOANS","KRONUR","497927000000"
"176a6304GG...","ICELAND","2008","LOANS","KRONUR","733556000000"
"176a63..GG...","ICELAND","2008","LIABILITIES","KRONUR","1421480000000"
"176a6306GG...","ICELAND","2008","INSURANCE TECHNICAL RESERVES","KRONUR","290584000000"
"176a6206GG...","ICELAND","2008","INSURANCE TECHNICAL RESERVES","KRONUR","0"
"176a6M3.GG...","ICELAND","2008","GROSS DEBT AT MARKET VALUE","KRONUR","1421480000000"
"176a632.GG...","ICELAND","2008","FOREIGN","KRONUR","364537000000"
"176a622.GG...","ICELAND","2008","FOREIGN","KRONUR","0"
"176a6207GG...","ICELAND","2008","FINANCIAL DERIVATIVES","KRONUR","0"
"176a6307GG...","ICELAND","2008","FINANCIAL DERIVATIVES","KRONUR","0"
"176a62..GG...","ICELAND","2008","FINANCIAL ASSETS","KRONUR","1127970000000"
"176a621.GG...","ICELAND","2008","DOMESTIC","KRONUR","1127970000000"
"176a631.GG...","ICELAND","2008","DOMESTIC","KRONUR","1056940000000"
"176a6302GG...","ICELAND","2008","CURRENCY AND DEPOSITS","KRONUR","0"
"176a6202GG...","ICELAND","2008","CURRENCY AND DEPOSITS","KRONUR","219226000000"
"176a6205GG...","ICELAND","2007","SHARES AND OTHER EQUITY","KRONUR","225928000000"
"176a6305GG...","ICELAND","2007","SHARES AND OTHER EQUITY","KRONUR","0"
"176a6303GG...","ICELAND","2007","SECURITIES OTHER THAN SHARES","KRONUR","125286000000"
"176a6203GG...","ICELAND","2007","SECURITIES OTHER THAN SHARES","KRONUR","21572000"
"176a6208GG...","ICELAND","2007","OTHER ACCOUNTS RECEIVABLE","KRONUR","155078000000"
"176a6308GG...","ICELAND","2007","OTHER ACCOUNTS PAYABLE","KRONUR","58987000000"
"176a6M2.GG...","ICELAND","2007","NET FINANCIAL WORTH [62-63]","KRONUR","10701200000"
"176a623.GG...","ICELAND","2007","MONETARY GOLD AND SDRS","KRONUR","0"
"176a6204GG...","ICELAND","2007","LOANS","KRONUR","196862000000"
"176a6304GG...","ICELAND","2007","LOANS","KRONUR","248128000000"
"176a63..GG...","ICELAND","2007","LIABILITIES","KRONUR","700381000000"
"176a6306GG...","ICELAND","2007","INSURANCE TECHNICAL RESERVES","KRONUR","267980000000"
"176a6206GG...","ICELAND","2007","INSURANCE TECHNICAL RESERVES","KRONUR","0"
"176a6M3.GG...","ICELAND","2007","GROSS DEBT AT MARKET VALUE","KRONUR","700381000000"
"176a632.GG...","ICELAND","2007","FOREIGN","KRONUR","174353000000"
"176a622.GG...","ICELAND","2007","FOREIGN","KRONUR","0"
"176a6207GG...","ICELAND","2007","FINANCIAL DERIVATIVES","KRONUR","0"
"176a6307GG...","ICELAND","2007","FINANCIAL DERIVATIVES","KRONUR","0"
"176a62..GG...","ICELAND","2007","FINANCIAL ASSETS","KRONUR","711083000000"
"176a621.GG...","ICELAND","2007","DOMESTIC","KRONUR","711083000000"
"176a631.GG...","ICELAND","2007","DOMESTIC","KRONUR","526028000000"
"176a6302GG...","ICELAND","2007","CURRENCY AND DEPOSITS","KRONUR","0"
"176a6202GG...","ICELAND","2007","CURRENCY AND DEPOSITS","KRONUR","133193000000"
"176a6205GG...","ICELAND","2006","SHARES AND OTHER EQUITY","KRONUR","149504000000"
"176a6305GG...","ICELAND","2006","SHARES AND OTHER EQUITY","KRONUR","0"
"176a6303GG...","ICELAND","2006","SECURITIES OTHER THAN SHARES","KRONUR","112996000000"
"176a6203GG...","ICELAND","2006","SECURITIES OTHER THAN SHARES","KRONUR","26613000"
"176a6208GG...","ICELAND","2006","OTHER ACCOUNTS RECEIVABLE","KRONUR","138385000000"
"176a6308GG...","ICELAND","2006","OTHER ACCOUNTS PAYABLE","KRONUR","47059900000"
"176a6M2.GG...","ICELAND","2006","NET FINANCIAL WORTH [62-63]","KRONUR","-91901000000"
